group	group_name	start	end	width
107	NA	1916	1923	8
108	NA	1	1923	1923
109	NA	1	102	102
109	NA	103	102	0
109	NA	103	1923	1821
110	NA	1	103	103
110	NA	104	103	0
110	NA	104	945	842
110	NA	946	945	0
110	NA	946	1300	355
110	NA	1301	1300	0
110	NA	1301	1923	623
111	NA	1	163	163
111	NA	164	163	0
111	NA	164	302	139
111	NA	303	302	0
111	NA	303	444	142
111	NA	445	444	0
111	NA	445	606	162
111	NA	607	607	1
111	NA	608	1331	724
111	NA	1332	1331	0
111	NA	1332	1535	204
111	NA	1536	1536	1
111	NA	1537	1652	116
111	NA	1653	1652	0
111	NA	1653	1923	271
112	NA	1	103	103
112	NA	104	103	0
112	NA	104	317	214
112	NA	318	318	1
112	NA	319	876	558
112	NA	877	877	1
112	NA	878	1439	562
112	NA	1440	1440	1
112	NA	1441	1824	384
112	NA	1825	1825	1
112	NA	1826	1923	98
113	NA	1	1923	1923
114	NA	1	27	27
114	NA	28	28	1
114	NA	29	585	557
114	NA	586	586	1
114	NA	587	1923	1337
115	NA	1	1323	1323
115	NA	1324	1324	1
115	NA	1325	1923	599
116	NA	1	101	101
116	NA	102	113	12
116	NA	114	1923	1810
117	NA	1	103	103
117	NA	104	103	0
117	NA	104	115	12
117	NA	116	117	2
117	NA	118	547	430
117	NA	548	548	1
117	NA	549	1159	611
117	NA	1160	1159	0
117	NA	1160	1170	11
117	NA	1171	1171	1
117	NA	1172	1323	152
117	NA	1324	1324	1
117	NA	1325	1660	336
117	NA	1661	1661	1
117	NA	1662	1786	125
117	NA	1787	1787	1
117	NA	1788	1923	136
118	NA	1	138	138
118	NA	139	138	0
118	NA	139	1243	1105
118	NA	1244	1244	1
118	NA	1245	1864	620
118	NA	1865	1865	1
118	NA	1866	1923	58
119	NA	1	25	25
119	NA	26	143	118
119	NA	144	938	795
119	NA	939	949	11
119	NA	950	1923	974
120	NA	1	103	103
120	NA	104	103	0
120	NA	104	185	82
120	NA	186	185	0
120	NA	186	453	268
120	NA	454	453	0
120	NA	454	531	78
120	NA	532	531	0
120	NA	532	711	180
120	NA	712	711	0
120	NA	712	750	39
120	NA	751	750	0
120	NA	751	939	189
120	NA	940	945	6
120	NA	946	1150	205
120	NA	1151	1150	0
120	NA	1151	1200	50
120	NA	1201	1201	1
120	NA	1202	1482	281
120	NA	1483	1482	0
120	NA	1483	1889	407
120	NA	1890	1889	0
120	NA	1890	1923	34
121	NA	1	103	103
121	NA	104	103	0
121	NA	104	1889	1786
121	NA	1890	1890	1
121	NA	1891	1923	33
122	NA	1	102	102
122	NA	103	102	0
122	NA	103	1923	1821
123	NA	1	101	101
123	NA	102	113	12
123	NA	114	1923	1810
124	NA	1	1742	1742
124	NA	1743	1742	0
124	NA	1743	1923	181
125	NA	1	393	393
125	NA	394	394	1
125	NA	395	585	191
125	NA	586	586	1
125	NA	587	939	353
125	NA	940	945	6
125	NA	946	1923	978
126	NA	1	172	172
126	NA	173	172	0
126	NA	173	424	252
126	NA	425	425	1
126	NA	426	544	119
126	NA	545	545	1
126	NA	546	599	54
126	NA	600	599	0
126	NA	600	649	50
126	NA	650	649	0
126	NA	650	1753	1104
126	NA	1754	1753	0
126	NA	1754	1923	170
127	NA	1	424	424
127	NA	425	424	0
127	NA	425	1535	1111
127	NA	1536	1536	1
127	NA	1537	1809	273
127	NA	1810	1810	1
127	NA	1811	1923	113
128	NA	1	1923	1923
129	NA	1	103	103
129	NA	104	117	14
129	NA	118	391	274
129	NA	392	392	1
129	NA	393	1923	1531
130	NA	1	107	107
130	NA	108	108	1
130	NA	109	134	26
130	NA	135	134	0
130	NA	135	317	183
130	NA	318	318	1
130	NA	319	555	237
130	NA	556	555	0
130	NA	556	755	200
130	NA	756	755	0
130	NA	756	1002	247
130	NA	1003	1002	0
130	NA	1003	1006	4
130	NA	1007	1006	0
130	NA	1007	1200	194
130	NA	1201	1200	0
130	NA	1201	1439	239
130	NA	1440	1440	1
130	NA	1441	1736	296
130	NA	1737	1737	1
130	NA	1738	1745	8
130	NA	1746	1745	0
130	NA	1746	1770	25
130	NA	1771	1771	1
130	NA	1772	1923	152
131	NA	1	222	222
131	NA	223	223	1
131	NA	224	325	102
131	NA	326	325	0
131	NA	326	560	235
131	NA	561	561	1
131	NA	562	1608	1047
131	NA	1609	1609	1
131	NA	1610	1889	280
131	NA	1890	1890	1
131	NA	1891	1923	33
132	NA	1	103	103
132	NA	104	103	0
132	NA	104	707	604
132	NA	708	708	1
132	NA	709	942	234
132	NA	943	944	2
132	NA	945	1770	826
132	NA	1771	1771	1
132	NA	1772	1889	118
132	NA	1890	1890	1
132	NA	1891	1923	33
133	NA	1	1923	1923
134	NA	1	1923	1923
135	NA	1	939	939
135	NA	940	945	6
135	NA	946	1923	978
136	NA	1	27	27
136	NA	28	28	1
136	NA	29	103	75
136	NA	104	103	0
136	NA	104	193	90
136	NA	194	193	0
136	NA	194	301	108
136	NA	302	301	0
136	NA	302	700	399
136	NA	701	701	1
136	NA	702	837	136
136	NA	838	838	1
136	NA	839	1011	173
136	NA	1012	1012	1
136	NA	1013	1161	149
136	NA	1162	1161	0
136	NA	1162	1923	762
137	NA	1	103	103
137	NA	104	103	0
137	NA	104	585	482
137	NA	586	586	1
137	NA	587	945	359
137	NA	946	946	1
137	NA	947	1923	977
138	NA	1	102	102
138	NA	103	102	0
138	NA	103	317	215
138	NA	318	318	1
138	NA	319	876	558
138	NA	877	877	1
138	NA	878	939	62
138	NA	940	945	6
138	NA	946	1200	255
138	NA	1201	1200	0
138	NA	1201	1922	722
139	NA	1	103	103
139	NA	104	117	14
139	NA	118	1922	1805
139	NA	1923	1923	1
139	NA	1924	1923	0
140	NA	1	103	103
140	NA	104	103	0
140	NA	104	939	836
140	NA	940	945	6
140	NA	946	1923	978
141	NA	1	871	871
141	NA	872	872	1
141	NA	873	962	90
141	NA	963	965	3
141	NA	966	967	2
141	NA	968	970	3
141	NA	971	1923	953
142	NA	1	103	103
142	NA	104	105	2
142	NA	106	829	724
142	NA	830	829	0
142	NA	830	832	3
142	NA	833	833	1
142	NA	834	834	1
142	NA	835	836	2
142	NA	837	838	2
142	NA	839	838	0
142	NA	839	840	2
142	NA	841	843	3
142	NA	844	845	2
142	NA	846	846	1
142	NA	847	848	2
142	NA	849	850	2
142	NA	851	852	2
142	NA	853	852	0
142	NA	853	854	2
142	NA	855	854	0
142	NA	855	856	2
142	NA	857	859	3
142	NA	860	861	2
142	NA	862	861	0
142	NA	862	864	3
142	NA	865	866	2
142	NA	867	867	1
142	NA	868	870	3
142	NA	871	872	2
142	NA	873	872	0
142	NA	873	875	3
142	NA	876	875	0
142	NA	876	876	1
142	NA	877	877	1
142	NA	878	880	3
142	NA	881	881	1
142	NA	882	884	3
142	NA	885	884	0
142	NA	885	885	1
142	NA	886	886	1
142	NA	887	889	3
142	NA	890	889	0
142	NA	890	890	1
142	NA	891	892	2
142	NA	893	896	4
142	NA	897	896	0
142	NA	897	898	2
142	NA	899	899	1
142	NA	900	901	2
142	NA	902	901	0
142	NA	902	907	6
142	NA	908	909	2
142	NA	910	912	3
142	NA	913	912	0
142	NA	913	915	3
142	NA	916	915	0
142	NA	916	916	1
142	NA	917	918	2
142	NA	919	921	3
142	NA	922	922	1
142	NA	923	924	2
142	NA	925	926	2
142	NA	927	926	0
142	NA	927	929	3
142	NA	930	930	1
142	NA	931	931	1
142	NA	932	934	3
142	NA	935	936	2
142	NA	937	937	1
142	NA	938	939	2
142	NA	940	939	0
142	NA	940	942	3
142	NA	943	946	4
142	NA	947	948	2
142	NA	949	948	0
142	NA	949	949	1
142	NA	950	952	3
142	NA	953	953	1
142	NA	954	956	3
142	NA	957	956	0
142	NA	957	959	3
142	NA	960	960	1
143	NA	1	102	102
143	NA	103	102	0
143	NA	103	939	837
143	NA	940	945	6
143	NA	946	1923	978
144	NA	1	103	103
144	NA	104	103	0
144	NA	104	945	842
144	NA	946	946	1
144	NA	947	962	16
144	NA	963	965	3
144	NA	966	967	2
144	NA	968	968	1
144	NA	969	970	2
144	NA	971	1923	953
145	NA	1	103	103
145	NA	104	103	0
145	NA	104	1923	1820
146	NA	1	939	939
146	NA	940	945	6
146	NA	946	987	42
146	NA	988	987	0
146	NA	988	1923	936
147	NA	1	103	103
147	NA	104	117	14
147	NA	118	724	607
147	NA	725	724	0
147	NA	725	733	9
147	NA	734	733	0
147	NA	734	773	40
147	NA	774	773	0
147	NA	774	1219	446
147	NA	1220	1219	0
147	NA	1220	1709	490
147	NA	1710	1709	0
147	NA	1710	1923	214
148	NA	1	102	102
148	NA	103	102	0
148	NA	103	282	180
148	NA	283	283	1
148	NA	284	305	22
148	NA	306	306	1
148	NA	307	393	87
148	NA	394	394	1
148	NA	395	931	537
148	NA	932	931	0
148	NA	932	939	8
148	NA	940	945	6
148	NA	946	961	16
148	NA	962	962	1
148	NA	963	1011	49
148	NA	1012	1012	1
148	NA	1013	1080	68
148	NA	1081	1080	0
148	NA	1081	1144	64
148	NA	1145	1145	1
148	NA	1146	1235	90
148	NA	1236	1235	0
148	NA	1236	1247	12
148	NA	1248	1248	1
148	NA	1249	1276	28
148	NA	1277	1277	1
148	NA	1278	1336	59
148	NA	1337	1336	0
148	NA	1337	1428	92
148	NA	1429	1428	0
148	NA	1429	1627	199
148	NA	1628	1627	0
148	NA	1628	1852	225
148	NA	1853	1852	0
148	NA	1853	1923	71
149	NA	1	103	103
149	NA	104	103	0
149	NA	104	939	836
149	NA	940	945	6
149	NA	946	1923	978
150	NA	1	102	102
150	NA	103	102	0
150	NA	103	1006	904
150	NA	1007	1007	1
150	NA	1008	1291	284
150	NA	1292	1291	0
150	NA	1292	1462	171
150	NA	1463	1462	0
150	NA	1463	1690	228
150	NA	1691	1691	1
150	NA	1692	1765	74
150	NA	1766	1765	0
150	NA	1766	1770	5
150	NA	1771	1771	1
150	NA	1772	1872	101
150	NA	1873	1872	0
150	NA	1873	1896	24
150	NA	1897	1896	0
150	NA	1897	1923	27
151	NA	1	0	0
151	NA	1	369	369
151	NA	370	369	0
151	NA	370	382	13
151	NA	383	383	1
151	NA	384	444	61
151	NA	445	444	0
151	NA	445	1200	756
151	NA	1201	1200	0
151	NA	1201	1213	13
151	NA	1214	1213	0
151	NA	1214	1323	110
151	NA	1324	1324	1
151	NA	1325	1608	284
151	NA	1609	1608	0
151	NA	1609	1770	162
151	NA	1771	1771	1
151	NA	1772	1889	118
151	NA	1890	1889	0
151	NA	1890	1923	34
152	NA	1	0	0
152	NA	1	102	102
152	NA	103	102	0
152	NA	103	338	236
152	NA	339	338	0
152	NA	339	599	261
152	NA	600	600	1
152	NA	601	805	205
152	NA	806	806	1
152	NA	807	1535	729
152	NA	1536	1536	1
152	NA	1537	1546	10
152	NA	1547	1546	0
152	NA	1547	1748	202
152	NA	1749	1748	0
152	NA	1749	1860	112
152	NA	1861	1861	1
152	NA	1862	1922	61
153	NA	1	1	1
153	NA	2	27	26
153	NA	28	28	1
153	NA	29	44	16
153	NA	45	44	0
153	NA	45	519	475
153	NA	520	520	1
153	NA	521	585	65
153	NA	586	585	0
153	NA	586	726	141
153	NA	727	726	0
153	NA	727	846	120
153	NA	847	847	1
153	NA	848	1080	233
153	NA	1081	1080	0
153	NA	1081	1270	190
153	NA	1271	1270	0
153	NA	1271	1381	111
153	NA	1382	1381	0
153	NA	1382	1531	150
153	NA	1532	1531	0
153	NA	1532	1548	17
153	NA	1549	1549	1
153	NA	1550	1666	117
153	NA	1667	1666	0
153	NA	1667	1763	97
153	NA	1764	1764	1
153	NA	1765	1870	106
153	NA	1871	1871	1
153	NA	1872	1882	11
153	NA	1883	1883	1
153	NA	1884	1923	40
154	NA	1	77	77
154	NA	78	78	1
154	NA	79	585	507
154	NA	586	586	1
154	NA	587	671	85
154	NA	672	671	0
154	NA	672	1200	529
154	NA	1201	1201	1
154	NA	1202	1923	722
155	NA	1	103	103
155	NA	104	103	0
155	NA	104	821	718
155	NA	822	821	0
155	NA	822	1228	407
155	NA	1229	1229	1
155	NA	1230	1292	63
155	NA	1293	1293	1
155	NA	1294	1360	67
155	NA	1361	1361	1
155	NA	1362	1412	51
155	NA	1413	1413	1
155	NA	1414	1923	510
156	NA	1	103	103
156	NA	104	103	0
156	NA	104	357	254
156	NA	358	358	1
156	NA	359	939	581
156	NA	940	945	6
156	NA	946	1923	978
157	NA	1	945	945
157	NA	946	947	2
157	NA	948	1923	976
158	NA	1	24	24
158	NA	25	25	1
158	NA	26	837	812
158	NA	838	837	0
158	NA	838	876	39
158	NA	877	877	1
158	NA	878	939	62
158	NA	940	945	6
158	NA	946	1166	221
158	NA	1167	1167	1
158	NA	1168	1922	755
159	NA	1	1923	1923
160	NA	1	102	102
160	NA	103	102	0
160	NA	103	1923	1821
161	NA	1	103	103
161	NA	104	103	0
161	NA	104	1694	1591
161	NA	1695	1694	0
161	NA	1695	1923	229
162	NA	1	102	102
162	NA	103	102	0
162	NA	103	393	291
162	NA	394	394	1
162	NA	395	566	172
162	NA	567	567	1
162	NA	568	585	18
162	NA	586	586	1
162	NA	587	599	13
162	NA	600	599	0
162	NA	600	1389	790
162	NA	1390	1390	1
162	NA	1391	1535	145
162	NA	1536	1536	1
162	NA	1537	1675	139
162	NA	1676	1675	0
162	NA	1676	1923	248
163	NA	1	103	103
163	NA	104	103	0
163	NA	104	1923	1820
164	NA	1	103	103
164	NA	104	105	2
164	NA	106	829	724
164	NA	830	829	0
164	NA	830	832	3
164	NA	833	833	1
164	NA	834	834	1
164	NA	835	836	2
164	NA	837	838	2
164	NA	839	838	0
164	NA	839	840	2
164	NA	841	843	3
164	NA	844	845	2
164	NA	846	846	1
164	NA	847	848	2
164	NA	849	850	2
164	NA	851	852	2
164	NA	853	852	0
164	NA	853	854	2
164	NA	855	854	0
164	NA	855	856	2
164	NA	857	859	3
164	NA	860	861	2
164	NA	862	861	0
164	NA	862	864	3
164	NA	865	866	2
164	NA	867	867	1
164	NA	868	870	3
164	NA	871	872	2
164	NA	873	872	0
164	NA	873	875	3
164	NA	876	875	0
164	NA	876	876	1
164	NA	877	877	1
164	NA	878	880	3
164	NA	881	881	1
164	NA	882	884	3
164	NA	885	884	0
164	NA	885	885	1
164	NA	886	886	1
164	NA	887	889	3
164	NA	890	889	0
164	NA	890	890	1
164	NA	891	892	2
164	NA	893	896	4
164	NA	897	896	0
164	NA	897	898	2
164	NA	899	899	1
164	NA	900	901	2
164	NA	902	901	0
164	NA	902	907	6
164	NA	908	909	2
164	NA	910	912	3
164	NA	913	912	0
164	NA	913	915	3
164	NA	916	915	0
164	NA	916	916	1
164	NA	917	918	2
164	NA	919	921	3
164	NA	922	922	1
164	NA	923	924	2
164	NA	925	926	2
164	NA	927	926	0
164	NA	927	929	3
164	NA	930	930	1
164	NA	931	931	1
164	NA	932	934	3
164	NA	935	936	2
164	NA	937	937	1
164	NA	938	939	2
164	NA	940	939	0
164	NA	940	942	3
164	NA	943	946	4
164	NA	947	948	2
164	NA	949	948	0
164	NA	949	949	1
164	NA	950	952	3
164	NA	953	953	1
164	NA	954	956	3
164	NA	957	956	0
164	NA	957	959	3
164	NA	960	960	1
165	NA	1	103	103
165	NA	104	103	0
165	NA	104	507	404
165	NA	508	507	0
165	NA	508	859	352
165	NA	860	860	1
165	NA	861	944	84
165	NA	945	964	20
165	NA	965	1200	236
165	NA	1201	1200	0
165	NA	1201	1923	723
166	NA	1	157	157
166	NA	158	158	1
166	NA	159	369	211
166	NA	370	370	1
166	NA	371	442	72
166	NA	443	442	0
166	NA	443	864	422
166	NA	865	865	1
166	NA	866	1535	670
166	NA	1536	1536	1
166	NA	1537	1849	313
166	NA	1850	1850	1
166	NA	1851	1923	73
167	NA	1	945	945
167	NA	946	945	0
167	NA	946	1923	978
168	NA	1	102	102
168	NA	103	103	1
168	NA	104	1923	1820
169	NA	1	606	606
169	NA	607	607	1
169	NA	608	740	133
169	NA	741	741	1
169	NA	742	1923	1182
170	NA	1	103	103
170	NA	104	162	59
170	NA	163	166	4
170	NA	167	166	0
170	NA	167	841	675
170	NA	842	842	1
170	NA	843	844	2
170	NA	845	845	1
170	NA	846	846	1
170	NA	847	854	8
170	NA	855	856	2
170	NA	857	858	2
170	NA	859	861	3
170	NA	862	870	9
170	NA	871	871	1
170	NA	872	878	7
170	NA	879	880	2
170	NA	881	881	1
170	NA	882	883	2
170	NA	884	884	1
170	NA	885	884	0
170	NA	885	886	2
170	NA	887	887	1
170	NA	888	889	2
170	NA	890	893	4
170	NA	894	895	2
170	NA	896	896	1
170	NA	897	899	3
170	NA	900	899	0
170	NA	900	904	5
170	NA	905	905	1
170	NA	906	907	2
170	NA	908	910	3
170	NA	911	911	1
170	NA	912	915	4
170	NA	916	918	3
170	NA	919	918	0
170	NA	919	919	1
170	NA	920	923	4
170	NA	924	923	0
170	NA	924	926	3
170	NA	927	926	0
170	NA	927	930	4
170	NA	931	931	1
170	NA	932	932	1
170	NA	933	944	12
170	NA	945	1922	978
171	NA	1	1	1
171	NA	2	56	55
171	NA	57	56	0
171	NA	57	249	193
171	NA	250	250	1
171	NA	251	278	28
171	NA	279	278	0
171	NA	279	718	440
171	NA	719	718	0
171	NA	719	870	152
171	NA	871	871	1
171	NA	872	876	5
171	NA	877	876	0
171	NA	877	962	86
171	NA	963	965	3
171	NA	966	967	2
171	NA	968	970	3
171	NA	971	1066	96
171	NA	1067	1069	3
171	NA	1070	1074	5
171	NA	1075	1075	1
171	NA	1076	1093	18
171	NA	1094	1094	1
171	NA	1095	1114	20
171	NA	1115	1115	1
171	NA	1116	1116	1
171	NA	1117	1117	1
171	NA	1118	1132	15
171	NA	1133	1132	0
171	NA	1133	1200	68
171	NA	1201	1200	0
171	NA	1201	1249	49
171	NA	1250	1250	1
171	NA	1251	1351	101
171	NA	1352	1351	0
171	NA	1352	1418	67
171	NA	1419	1419	1
171	NA	1420	1444	25
171	NA	1445	1445	1
171	NA	1446	1488	43
171	NA	1489	1488	0
171	NA	1489	1775	287
171	NA	1776	1775	0
171	NA	1776	1800	25
171	NA	1801	1800	0
171	NA	1801	1864	64
171	NA	1865	1865	1
171	NA	1866	1915	50
171	NA	1916	1916	1
171	NA	1917	1923	7
172	NA	1	555	555
172	NA	556	556	1
172	NA	557	880	324
172	NA	881	881	1
172	NA	882	939	58
172	NA	940	945	6
172	NA	946	1006	61
172	NA	1007	1006	0
172	NA	1007	1253	247
172	NA	1254	1253	0
172	NA	1254	1864	611
172	NA	1865	1865	1
172	NA	1866	1923	58
172	NA	1924	1923	0
173	NA	1	35	35
173	NA	36	35	0
173	NA	36	102	67
173	NA	103	102	0
173	NA	103	1923	1821
174	NA	1	21	21
174	NA	22	22	1
174	NA	23	61	39
174	NA	62	62	1
174	NA	63	77	15
174	NA	78	77	0
174	NA	78	123	46
174	NA	124	123	0
174	NA	124	194	71
174	NA	195	195	1
174	NA	196	211	16
174	NA	212	211	0
174	NA	212	393	182
174	NA	394	394	1
174	NA	395	455	61
174	NA	456	455	0
174	NA	456	773	318
174	NA	774	773	0
174	NA	774	802	29
174	NA	803	802	0
174	NA	803	1069	267
174	NA	1070	1070	1
174	NA	1071	1093	23
174	NA	1094	1093	0
174	NA	1094	1127	34
174	NA	1128	1128	1
174	NA	1129	1170	42
174	NA	1171	1171	1
174	NA	1172	1654	483
174	NA	1655	1654	0
174	NA	1655	1746	92
174	NA	1747	1747	1
174	NA	1748	1786	39
174	NA	1787	1787	1
174	NA	1788	1824	37
174	NA	1825	1825	1
174	NA	1826	1923	98
175	NA	1	103	103
175	NA	104	103	0
175	NA	104	944	841
175	NA	945	948	4
175	NA	949	1200	252
175	NA	1201	1200	0
175	NA	1201	1923	723
176	NA	1	102	102
176	NA	103	102	0
176	NA	103	1923	1821
177	NA	1	101	101
177	NA	102	113	12
177	NA	114	263	150
177	NA	264	263	0
177	NA	264	1166	903
177	NA	1167	1167	1
177	NA	1168	1200	33
177	NA	1201	1200	0
177	NA	1201	1213	13
177	NA	1214	1214	1
177	NA	1215	1450	236
177	NA	1451	1450	0
177	NA	1451	1864	414
177	NA	1865	1865	1
177	NA	1866	1923	58
178	NA	1	103	103
178	NA	104	103	0
178	NA	104	1922	1819
179	NA	1	282	282
179	NA	283	283	1
179	NA	284	959	676
179	NA	960	960	1
179	NA	961	1200	240
179	NA	1201	1200	0
179	NA	1201	1551	351
179	NA	1552	1552	1
179	NA	1553	1775	223
179	NA	1776	1775	0
179	NA	1776	1923	148
180	NA	1	27	27
180	NA	28	28	1
180	NA	29	103	75
180	NA	104	103	0
180	NA	104	135	32
180	NA	136	135	0
180	NA	136	393	258
180	NA	394	394	1
180	NA	395	786	392
180	NA	787	787	1
180	NA	788	1006	219
180	NA	1007	1007	1
180	NA	1008	1154	147
180	NA	1155	1154	0
180	NA	1155	1923	769
181	NA	1	939	939
181	NA	940	945	6
181	NA	946	1200	255
181	NA	1201	1201	1
181	NA	1202	1923	722
182	NA	1	805	805
182	NA	806	806	1
182	NA	807	941	135
182	NA	942	945	4
182	NA	946	1923	978
183	NA	1	27	27
183	NA	28	28	1
183	NA	29	103	75
183	NA	104	103	0
183	NA	104	1923	1820
184	NA	1	17	17
184	NA	18	17	0
184	NA	18	103	86
184	NA	104	103	0
184	NA	104	616	513
184	NA	617	616	0
184	NA	617	758	142
184	NA	759	759	1
184	NA	760	1923	1164
185	NA	1	103	103
185	NA	104	103	0
185	NA	104	508	405
185	NA	509	508	0
185	NA	509	944	436
185	NA	945	948	4
185	NA	949	1923	975
186	NA	1	22	22
186	NA	23	82	60
186	NA	83	83	1
186	NA	84	84	1
186	NA	85	89	5
186	NA	90	90	1
186	NA	91	91	1
186	NA	92	94	3
186	NA	95	95	1
186	NA	96	96	1
186	NA	97	97	1
186	NA	98	99	2
186	NA	100	101	2
186	NA	102	103	2
186	NA	104	105	2
186	NA	106	113	8
186	NA	114	114	1
186	NA	115	115	1
186	NA	116	139	24
186	NA	140	160	21
186	NA	161	162	2
186	NA	163	167	5
186	NA	168	167	0
186	NA	168	170	3
186	NA	171	171	1
186	NA	172	172	1
186	NA	173	173	1
186	NA	174	175	2
186	NA	176	177	2
186	NA	178	180	3
186	NA	181	182	2
186	NA	183	183	1
186	NA	184	185	2
186	NA	186	189	4
186	NA	190	190	1
186	NA	191	193	3
186	NA	194	195	2
186	NA	196	198	3
186	NA	199	199	1
186	NA	200	208	9
186	NA	209	209	1
186	NA	210	214	5
186	NA	215	218	4
186	NA	219	219	1
186	NA	220	223	4
186	NA	224	238	15
186	NA	239	238	0
186	NA	239	239	1
186	NA	240	242	3
186	NA	243	242	0
186	NA	243	247	5
186	NA	248	250	3
186	NA	251	254	4
186	NA	255	256	2
186	NA	257	257	1
186	NA	258	258	1
186	NA	259	262	4
186	NA	263	265	3
186	NA	266	272	7
186	NA	273	277	5
186	NA	278	281	4
186	NA	282	284	3
186	NA	285	286	2
186	NA	287	289	3
186	NA	290	292	3
186	NA	293	298	6
186	NA	299	299	1
186	NA	300	300	1
186	NA	301	302	2
186	NA	303	307	5
186	NA	308	309	2
186	NA	310	311	2
186	NA	312	312	1
186	NA	313	315	3
186	NA	316	315	0
186	NA	316	317	2
186	NA	318	319	2
186	NA	320	321	2
186	NA	322	322	1
186	NA	323	323	1
186	NA	324	327	4
186	NA	328	328	1
186	NA	329	329	1
186	NA	330	331	2
186	NA	332	331	0
186	NA	332	337	6
186	NA	338	341	4
186	NA	342	343	2
186	NA	344	345	2
186	NA	346	347	2
186	NA	348	348	1
186	NA	349	350	2
186	NA	351	356	6
186	NA	357	362	6
186	NA	363	363	1
186	NA	364	364	1
186	NA	365	365	1
186	NA	366	369	4
186	NA	370	369	0
186	NA	370	370	1
186	NA	371	370	0
186	NA	371	371	1
186	NA	372	372	1
186	NA	373	377	5
186	NA	378	378	1
186	NA	379	381	3
186	NA	382	382	1
186	NA	383	385	3
186	NA	386	389	4
186	NA	390	391	2
186	NA	392	392	1
186	NA	393	393	1
186	NA	394	394	1
186	NA	395	399	5
186	NA	400	400	1
186	NA	401	404	4
186	NA	405	405	1
186	NA	406	406	1
186	NA	407	411	5
186	NA	412	418	7
186	NA	419	421	3
186	NA	422	423	2
186	NA	424	426	3
186	NA	427	430	4
186	NA	431	431	1
186	NA	432	437	6
186	NA	438	438	1
186	NA	439	442	4
186	NA	443	442	0
186	NA	443	443	1
186	NA	444	448	5
186	NA	449	448	0
186	NA	449	452	4
186	NA	453	452	0
186	NA	453	455	3
186	NA	456	458	3
186	NA	459	461	3
186	NA	462	462	1
186	NA	463	463	1
186	NA	464	463	0
186	NA	464	465	2
186	NA	466	465	0
186	NA	466	467	2
186	NA	468	468	1
186	NA	469	469	1
186	NA	470	471	2
186	NA	472	472	1
186	NA	473	473	1
186	NA	474	481	8
186	NA	482	481	0
186	NA	482	485	4
186	NA	486	486	1
186	NA	487	488	2
186	NA	489	489	1
186	NA	490	493	4
186	NA	494	493	0
186	NA	494	496	3
186	NA	497	498	2
186	NA	499	502	4
186	NA	503	506	4
186	NA	507	508	2
186	NA	509	510	2
186	NA	511	512	2
186	NA	513	512	0
186	NA	513	520	8
186	NA	521	520	0
186	NA	521	523	3
186	NA	524	524	1
186	NA	525	526	2
186	NA	527	526	0
186	NA	527	537	11
186	NA	538	539	2
186	NA	540	542	3
186	NA	543	542	0
186	NA	543	543	1
186	NA	544	545	2
186	NA	546	550	5
186	NA	551	554	4
186	NA	555	555	1
186	NA	556	556	1
186	NA	557	562	6
186	NA	563	562	0
186	NA	563	563	1
186	NA	564	564	1
186	NA	565	567	3
186	NA	568	567	0
186	NA	568	570	3
186	NA	571	570	0
186	NA	571	573	3
186	NA	574	574	1
186	NA	575	576	2
186	NA	577	576	0
186	NA	577	577	1
186	NA	578	577	0
186	NA	578	578	1
186	NA	579	580	2
186	NA	581	583	3
186	NA	584	585	2
186	NA	586	962	377
186	NA	963	965	3
186	NA	966	967	2
186	NA	968	970	3
186	NA	971	1066	96
186	NA	1067	1069	3
186	NA	1070	1396	327
186	NA	1397	1397	1
186	NA	1398	1860	463
186	NA	1861	1861	1
186	NA	1862	1923	62
187	NA	1	102	102
187	NA	103	102	0
187	NA	103	317	215
187	NA	318	318	1
187	NA	319	962	644
187	NA	963	965	3
187	NA	966	967	2
187	NA	968	970	3
187	NA	971	1923	953
188	NA	1	935	935
188	NA	936	939	4
188	NA	940	1923	984
189	NA	1	317	317
189	NA	318	318	1
189	NA	319	1923	1605
190	NA	1	1923	1923
191	NA	1	103	103
191	NA	104	103	0
191	NA	104	945	842
191	NA	946	963	18
191	NA	964	1864	901
191	NA	1865	1865	1
191	NA	1866	1923	58
192	NA	1	55	55
192	NA	56	55	0
192	NA	56	58	3
192	NA	59	58	0
192	NA	59	77	19
192	NA	78	77	0
192	NA	78	102	25
192	NA	103	102	0
192	NA	103	105	3
192	NA	106	105	0
192	NA	106	110	5
192	NA	111	110	0
192	NA	111	167	57
192	NA	168	167	0
192	NA	168	288	121
192	NA	289	289	1
192	NA	290	338	49
192	NA	339	339	1
192	NA	340	385	46
192	NA	386	386	1
192	NA	387	410	24
192	NA	411	410	0
192	NA	411	585	175
192	NA	586	586	1
192	NA	587	795	209
192	NA	796	795	0
192	NA	796	833	38
192	NA	834	833	0
192	NA	834	851	18
192	NA	852	851	0
192	NA	852	945	94
192	NA	946	945	0
192	NA	946	946	1
192	NA	947	962	16
192	NA	963	965	3
192	NA	966	967	2
192	NA	968	970	3
192	NA	971	1564	594
192	NA	1565	1564	0
192	NA	1565	1608	44
192	NA	1609	1608	0
192	NA	1609	1738	130
192	NA	1739	1738	0
192	NA	1739	1759	21
192	NA	1760	1759	0
192	NA	1760	1780	21
192	NA	1781	1780	0
192	NA	1781	1786	6
192	NA	1787	1786	0
192	NA	1787	1922	136
192	NA	1923	1923	1
